Time	Iteration	Average Reward	StdReward	MaxReward	MinReward	r_comm1	r_rad1	Throughput1	Average Throughput	SINR1	SINR_av	Num Transmits 1	Average Num Transmits	Reward1	StdReward1	MaxReward1	MinReward1	Reward2	StdReward2	MaxReward2	MinReward2	Reward3	StdReward3	MaxReward3	MinReward3	Reward4	StdReward4	MaxReward4	MinReward4	Reward5	StdReward5	MaxReward5	MinReward5	Reward6	StdReward6	MaxReward6	MinReward6	Reward7	StdReward7	MaxReward7	MinReward7	Reward8	StdReward8	MaxReward8	MinReward8	TimestepsThisBatch	TimestepsSoFar	Loss 1	Policy Gradient Loss 1	KL Divergence 1	Value Loss 1	Entropy Loss 1	Time	Iteration	Average Reward	StdReward	MaxReward	MinReward	r_comm1	r_rad1	Throughput1	Average Throughput	SINR1	SINR_av	Num Transmits 1	Average Num Transmits	Reward1	StdReward1	MaxReward1	MinReward1	Reward2	StdReward2	MaxReward2	MinReward2	Reward3	StdReward3	MaxReward3	MinReward3	Reward4	StdReward4	MaxReward4	MinReward4	Reward5	StdReward5	MaxReward5	MinReward5	Reward6	StdReward6	MaxReward6	MinReward6	Reward7	StdReward7	MaxReward7	MinReward7	Reward8	StdReward8	MaxReward8	MinReward8	TimestepsThisBatch	TimestepsSoFar	Loss 1	Policy Gradient Loss 1	KL Divergence 1	Value Loss 1	Entropy Loss 1	Time	Iteration	Average Reward	StdReward	MaxReward	MinReward	r_comm1	r_rad1	Throughput1	Average Throughput	SINR1	SINR_av	Num Transmits 1	Average Num Transmits	Reward1	StdReward1	MaxReward1	MinReward1	Reward2	StdReward2	MaxReward2	MinReward2	Reward3	StdReward3	MaxReward3	MinReward3	Reward4	StdReward4	MaxReward4	MinReward4	Reward5	StdReward5	MaxReward5	MinReward5	Reward6	StdReward6	MaxReward6	MinReward6	Reward7	StdReward7	MaxReward7	MinReward7	Reward8	StdReward8	MaxReward8	MinReward8	TimestepsThisBatch	TimestepsSoFar	Loss 1	Policy Gradient Loss 1	KL Divergence 1	Value Loss 1	Entropy Loss 1
13.130521297454834	0	-4178.503454589843	646.733291372289	-3042.042236328125	-5974.0517578125	2022.3999999999971	947.7589427617462	9.402499999999979	8.563312499999988	225.54135929888957	251.10673244230293	0.21750000000000003	0.17687500000000003	-5559.6720703125	252.89604718157452	-5235.3603515625	-5974.0517578125	-3989.09306640625	341.250981246858	-3591.030029296875	-4541.833984375	-3952.128125	191.85244912682498	-3598.551025390625	-4139.20947265625	-4034.962548828125	392.45079340355784	-3435.0439453125	-4565.4267578125	-4089.548681640625	404.44744081005837	-3512.19775390625	-4773.5986328125	-4149.63408203125	398.6449131478059	-3787.02001953125	-4752.189453125	-4035.181640625	274.53294524362536	-3696.4912109375	-4429.7314453125	-3617.807421875	466.89799353460404	-3042.042236328125	-4162.31494140625	2000	2000	188.16572179794312	-0.0005980259389616549	-0.0007217541569843888	376.39040718078616	2.887911768257618	13.130521297454834	0	-4178.503454589843	646.733291372289	-3042.042236328125	-5974.0517578125	2022.3999999999971	947.7589427617462	9.402499999999979	8.563312499999988	225.54135929888957	251.10673244230293	0.21750000000000003	0.17687500000000003	-5559.6720703125	252.89604718157452	-5235.3603515625	-5974.0517578125	-3989.09306640625	341.250981246858	-3591.030029296875	-4541.833984375	-3952.128125	191.85244912682498	-3598.551025390625	-4139.20947265625	-4034.962548828125	392.45079340355784	-3435.0439453125	-4565.4267578125	-4089.548681640625	404.44744081005837	-3512.19775390625	-4773.5986328125	-4149.63408203125	398.6449131478059	-3787.02001953125	-4752.189453125	-4035.181640625	274.53294524362536	-3696.4912109375	-4429.7314453125	-3617.807421875	466.89799353460404	-3042.042236328125	-4162.31494140625	2000	2000	188.16572179794312	-0.0005980259389616549	-0.0007217541569843888	376.39040718078616	2.887911768257618	13.130521297454834	0	-4178.503454589843	646.733291372289	-3042.042236328125	-5974.0517578125	2022.3999999999971	947.7589427617462	9.402499999999979	8.563312499999988	225.54135929888957	251.10673244230293	0.21750000000000003	0.17687500000000003	-5559.6720703125	252.89604718157452	-5235.3603515625	-5974.0517578125	-3989.09306640625	341.250981246858	-3591.030029296875	-4541.833984375	-3952.128125	191.85244912682498	-3598.551025390625	-4139.20947265625	-4034.962548828125	392.45079340355784	-3435.0439453125	-4565.4267578125	-4089.548681640625	404.44744081005837	-3512.19775390625	-4773.5986328125	-4149.63408203125	398.6449131478059	-3787.02001953125	-4752.189453125	-4035.181640625	274.53294524362536	-3696.4912109375	-4429.7314453125	-3617.807421875	466.89799353460404	-3042.042236328125	-4162.31494140625	2000	2000	188.16572179794312	-0.0005980259389616549	-0.0007217541569843888	376.39040718078616	2.887911768257618
28.503921031951904	1	-4277.6527648925785	639.0930435704099	-3017.67822265625	-6256.91748046875	2030.5999999999979	939.0858372420805	8.960499999999985	8.091562499999991	251.7738270291908	238.6248682306562	0.155	0.15724999999999997	-5482.08740234375	432.3262675444831	-5047.0380859375	-6256.91748046875	-4011.9794921875	470.1225109492905	-3419.15283203125	-4668.4970703125	-4269.7708984375	385.0464810967131	-3530.61083984375	-4556.662109375	-3612.135400390625	373.96217888844666	-3017.67822265625	-4071.614990234375	-4443.62890625	439.7685442298369	-3951.67724609375	-5060.890625	-4170.951611328125	282.45764373544495	-3758.20166015625	-4614.365234375	-4158.01142578125	186.44005631465782	-3970.962646484375	-4466.197265625	-4072.656982421875	451.72997669837633	-3348.102783203125	-4719.3759765625	2000	4000	178.3606580734253	-0.016494730830891056	0.0006859537679702044	356.81195163726807	2.8875403076410295	28.503921031951904	1	-4277.6527648925785	639.0930435704099	-3017.67822265625	-6256.91748046875	2030.5999999999979	939.0858372420805	8.960499999999985	8.091562499999991	251.7738270291908	238.6248682306562	0.155	0.15724999999999997	-5482.08740234375	432.3262675444831	-5047.0380859375	-6256.91748046875	-4011.9794921875	470.1225109492905	-3419.15283203125	-4668.4970703125	-4269.7708984375	385.0464810967131	-3530.61083984375	-4556.662109375	-3612.135400390625	373.96217888844666	-3017.67822265625	-4071.614990234375	-4443.62890625	439.7685442298369	-3951.67724609375	-5060.890625	-4170.951611328125	282.45764373544495	-3758.20166015625	-4614.365234375	-4158.01142578125	186.44005631465782	-3970.962646484375	-4466.197265625	-4072.656982421875	451.72997669837633	-3348.102783203125	-4719.3759765625	2000	4000	178.3606580734253	-0.016494730830891056	0.0006859537679702044	356.81195163726807	2.8875403076410295	28.503921031951904	1	-4277.6527648925785	639.0930435704099	-3017.67822265625	-6256.91748046875	2030.5999999999979	939.0858372420805	8.960499999999985	8.091562499999991	251.7738270291908	238.6248682306562	0.155	0.15724999999999997	-5482.08740234375	432.3262675444831	-5047.0380859375	-6256.91748046875	-4011.9794921875	470.1225109492905	-3419.15283203125	-4668.4970703125	-4269.7708984375	385.0464810967131	-3530.61083984375	-4556.662109375	-3612.135400390625	373.96217888844666	-3017.67822265625	-4071.614990234375	-4443.62890625	439.7685442298369	-3951.67724609375	-5060.890625	-4170.951611328125	282.45764373544495	-3758.20166015625	-4614.365234375	-4158.01142578125	186.44005631465782	-3970.962646484375	-4466.197265625	-4072.656982421875	451.72997669837633	-3348.102783203125	-4719.3759765625	2000	4000	178.3606580734253	-0.016494730830891056	0.0006859537679702044	356.81195163726807	2.8875403076410295
43.83881115913391	2	-4277.532202148437	543.2359367753353	-3000.08740234375	-5532.04052734375	2215.1999999999957	915.2042908442854	9.70299999999998	8.21812499999999	236.10026502548862	225.74086951522176	0.20299999999999999	0.17425000000000002	-5106.43505859375	330.9935603718265	-4657.1669921875	-5532.04052734375	-4243.399853515625	242.63540341186442	-3941.274169921875	-4474.48193359375	-4057.3791015625	341.6639398846155	-3428.27001953125	-4398.376953125	-4041.9736328125	236.9882118812395	-3615.017578125	-4319.6630859375	-3996.127490234375	352.9028351409829	-3615.967529296875	-4476.4228515625	-3925.5658203125	387.42295241564665	-3341.5537109375	-4529.54296875	-4514.3044921875	792.3607754195326	-3000.08740234375	-5263.1259765625	-4335.07216796875	249.80447025166626	-3953.67236328125	-4686.7275390625	2000	6000	183.29901306629182	-0.008191989327315241	0.000419992720708251	366.6719337940216	2.8873029962182044	43.83881115913391	2	-4277.532202148437	543.2359367753353	-3000.08740234375	-5532.04052734375	2215.1999999999957	915.2042908442854	9.70299999999998	8.21812499999999	236.10026502548862	225.74086951522176	0.20299999999999999	0.17425000000000002	-5106.43505859375	330.9935603718265	-4657.1669921875	-5532.04052734375	-4243.399853515625	242.63540341186442	-3941.274169921875	-4474.48193359375	-4057.3791015625	341.6639398846155	-3428.27001953125	-4398.376953125	-4041.9736328125	236.9882118812395	-3615.017578125	-4319.6630859375	-3996.127490234375	352.9028351409829	-3615.967529296875	-4476.4228515625	-3925.5658203125	387.42295241564665	-3341.5537109375	-4529.54296875	-4514.3044921875	792.3607754195326	-3000.08740234375	-5263.1259765625	-4335.07216796875	249.80447025166626	-3953.67236328125	-4686.7275390625	2000	6000	183.29901306629182	-0.008191989327315241	0.000419992720708251	366.6719337940216	2.8873029962182044	43.83881115913391	2	-4277.532202148437	543.2359367753353	-3000.08740234375	-5532.04052734375	2215.1999999999957	915.2042908442854	9.70299999999998	8.21812499999999	236.10026502548862	225.74086951522176	0.20299999999999999	0.17425000000000002	-5106.43505859375	330.9935603718265	-4657.1669921875	-5532.04052734375	-4243.399853515625	242.63540341186442	-3941.274169921875	-4474.48193359375	-4057.3791015625	341.6639398846155	-3428.27001953125	-4398.376953125	-4041.9736328125	236.9882118812395	-3615.017578125	-4319.6630859375	-3996.127490234375	352.9028351409829	-3615.967529296875	-4476.4228515625	-3925.5658203125	387.42295241564665	-3341.5537109375	-4529.54296875	-4514.3044921875	792.3607754195326	-3000.08740234375	-5263.1259765625	-4335.07216796875	249.80447025166626	-3953.67236328125	-4686.7275390625	2000	6000	183.29901306629182	-0.008191989327315241	0.000419992720708251	366.6719337940216	2.8873029962182044
58.94270849227905	3	-4310.366900634765	548.5504345420497	-2828.85205078125	-5751.1884765625	2083.999999999999	914.6118216436887	8.955499999999992	8.138062499999993	204.97346121893753	232.8459660358696	0.157	0.1675625	-5232.8953125	348.409051911706	-4852.6025390625	-5751.1884765625	-4027.391357421875	238.69303303179112	-3688.856201171875	-4324.30419921875	-4360.321923828125	313.1535587269225	-3843.152587890625	-4829.314453125	-4312.473193359375	315.07673569544494	-3741.453857421875	-4621.1376953125	-4191.57099609375	359.9894827290361	-3754.433837890625	-4802.185546875	-3725.2646484375	511.263912376314	-2828.85205078125	-4170.60595703125	-4089.09052734375	221.80323158705644	-3786.97998046875	-4289.43701171875	-4543.92724609375	444.7184075410034	-3786.267578125	-5124.248046875	2000	8000	184.42690303325654	-0.010380629665451124	0.0003648231504485011	368.93196787834165	2.887133963406086	58.94270849227905	3	-4310.366900634765	548.5504345420497	-2828.85205078125	-5751.1884765625	2083.999999999999	914.6118216436887	8.955499999999992	8.138062499999993	204.97346121893753	232.8459660358696	0.157	0.1675625	-5232.8953125	348.409051911706	-4852.6025390625	-5751.1884765625	-4027.391357421875	238.69303303179112	-3688.856201171875	-4324.30419921875	-4360.321923828125	313.1535587269225	-3843.152587890625	-4829.314453125	-4312.473193359375	315.07673569544494	-3741.453857421875	-4621.1376953125	-4191.57099609375	359.9894827290361	-3754.433837890625	-4802.185546875	-3725.2646484375	511.263912376314	-2828.85205078125	-4170.60595703125	-4089.09052734375	221.80323158705644	-3786.97998046875	-4289.43701171875	-4543.92724609375	444.7184075410034	-3786.267578125	-5124.248046875	2000	8000	184.42690303325654	-0.010380629665451124	0.0003648231504485011	368.93196787834165	2.887133963406086	58.94270849227905	3	-4310.366900634765	548.5504345420497	-2828.85205078125	-5751.1884765625	2083.999999999999	914.6118216436887	8.955499999999992	8.138062499999993	204.97346121893753	232.8459660358696	0.157	0.1675625	-5232.8953125	348.409051911706	-4852.6025390625	-5751.1884765625	-4027.391357421875	238.69303303179112	-3688.856201171875	-4324.30419921875	-4360.321923828125	313.1535587269225	-3843.152587890625	-4829.314453125	-4312.473193359375	315.07673569544494	-3741.453857421875	-4621.1376953125	-4191.57099609375	359.9894827290361	-3754.433837890625	-4802.185546875	-3725.2646484375	511.263912376314	-2828.85205078125	-4170.60595703125	-4089.09052734375	221.80323158705644	-3786.97998046875	-4289.43701171875	-4543.92724609375	444.7184075410034	-3786.267578125	-5124.248046875	2000	8000	184.42690303325654	-0.010380629665451124	0.0003648231504485011	368.93196787834165	2.887133963406086
74.29131364822388	4	-4365.708776855468	551.4695782351843	-3318.274169921875	-6440.404296875	2438.1999999999935	942.9407815857609	10.316499999999975	8.245374999999987	232.41799551441068	228.97475949859822	0.143	0.172375	-5105.32685546875	856.6077272750655	-3976.7529296875	-6440.404296875	-4360.35693359375	236.17308896594756	-4030.849609375	-4634.84228515625	-4288.29296875	121.41444140358512	-4101.318359375	-4480.720703125	-4032.088720703125	282.19825342465475	-3625.501953125	-4446.837890625	-4569.86162109375	451.59506947539046	-3924.71630859375	-5260.5322265625	-3940.467578125	391.26322341307423	-3318.274169921875	-4537.0078125	-4677.7181640625	162.9650615368804	-4503.08740234375	-4941.2509765625	-3951.557373046875	98.46975659128626	-3769.85107421875	-4069.197021484375	2000	10000	204.3026727437973	-0.0035738371196202936	-0.0001613647909834981	408.66977005004884	2.886919117718935	74.29131364822388	4	-4365.708776855468	551.4695782351843	-3318.274169921875	-6440.404296875	2438.1999999999935	942.9407815857609	10.316499999999975	8.245374999999987	232.41799551441068	228.97475949859822	0.143	0.172375	-5105.32685546875	856.6077272750655	-3976.7529296875	-6440.404296875	-4360.35693359375	236.17308896594756	-4030.849609375	-4634.84228515625	-4288.29296875	121.41444140358512	-4101.318359375	-4480.720703125	-4032.088720703125	282.19825342465475	-3625.501953125	-4446.837890625	-4569.86162109375	451.59506947539046	-3924.71630859375	-5260.5322265625	-3940.467578125	391.26322341307423	-3318.274169921875	-4537.0078125	-4677.7181640625	162.9650615368804	-4503.08740234375	-4941.2509765625	-3951.557373046875	98.46975659128626	-3769.85107421875	-4069.197021484375	2000	10000	204.3026727437973	-0.0035738371196202936	-0.0001613647909834981	408.66977005004884	2.886919117718935	74.29131364822388	4	-4365.708776855468	551.4695782351843	-3318.274169921875	-6440.404296875	2438.1999999999935	942.9407815857609	10.316499999999975	8.245374999999987	232.41799551441068	228.97475949859822	0.143	0.172375	-5105.32685546875	856.6077272750655	-3976.7529296875	-6440.404296875	-4360.35693359375	236.17308896594756	-4030.849609375	-4634.84228515625	-4288.29296875	121.41444140358512	-4101.318359375	-4480.720703125	-4032.088720703125	282.19825342465475	-3625.501953125	-4446.837890625	-4569.86162109375	451.59506947539046	-3924.71630859375	-5260.5322265625	-3940.467578125	391.26322341307423	-3318.274169921875	-4537.0078125	-4677.7181640625	162.9650615368804	-4503.08740234375	-4941.2509765625	-3951.557373046875	98.46975659128626	-3769.85107421875	-4069.197021484375	2000	10000	204.3026727437973	-0.0035738371196202936	-0.0001613647909834981	408.66977005004884	2.886919117718935
89.62075352668762	5	-4301.25478515625	551.3875735257072	-3117.319091796875	-6195.03125	2240.399999999994	962.39360756941	9.580999999999978	8.212249999999989	201.87316845239692	240.55216217349817	0.22949999999999998	0.1685625	-5458.74951171875	400.81882442098873	-5076.279296875	-6195.03125	-4099.172119140625	113.44586232765819	-3956.25244140625	-4233.5458984375	-4219.236376953125	268.75402326430753	-3795.017333984375	-4549.306640625	-4332.3869140625	292.8692183287527	-3820.498046875	-4680.32421875	-4099.800634765625	430.2616866406314	-3456.5810546875	-4791.8935546875	-3843.327978515625	397.6785224013215	-3117.319091796875	-4293.31591796875	-4140.697900390625	250.33296702751383	-3831.63671875	-4431.0205078125	-4216.666845703125	152.37220628519668	-4031.27099609375	-4371.8515625	2000	12000	207.91628699302674	-0.006163760786876082	0.00016561197116971016	415.90205850601194	2.8866506583988665	89.62075352668762	5	-4301.25478515625	551.3875735257072	-3117.319091796875	-6195.03125	2240.399999999994	962.39360756941	9.580999999999978	8.212249999999989	201.87316845239692	240.55216217349817	0.22949999999999998	0.1685625	-5458.74951171875	400.81882442098873	-5076.279296875	-6195.03125	-4099.172119140625	113.44586232765819	-3956.25244140625	-4233.5458984375	-4219.236376953125	268.75402326430753	-3795.017333984375	-4549.306640625	-4332.3869140625	292.8692183287527	-3820.498046875	-4680.32421875	-4099.800634765625	430.2616866406314	-3456.5810546875	-4791.8935546875	-3843.327978515625	397.6785224013215	-3117.319091796875	-4293.31591796875	-4140.697900390625	250.33296702751383	-3831.63671875	-4431.0205078125	-4216.666845703125	152.37220628519668	-4031.27099609375	-4371.8515625	2000	12000	207.91628699302674	-0.006163760786876082	0.00016561197116971016	415.90205850601194	2.8866506583988665	89.62075352668762	5	-4301.25478515625	551.3875735257072	-3117.319091796875	-6195.03125	2240.399999999994	962.39360756941	9.580999999999978	8.212249999999989	201.87316845239692	240.55216217349817	0.22949999999999998	0.1685625	-5458.74951171875	400.81882442098873	-5076.279296875	-6195.03125	-4099.172119140625	113.44586232765819	-3956.25244140625	-4233.5458984375	-4219.236376953125	268.75402326430753	-3795.017333984375	-4549.306640625	-4332.3869140625	292.8692183287527	-3820.498046875	-4680.32421875	-4099.800634765625	430.2616866406314	-3456.5810546875	-4791.8935546875	-3843.327978515625	397.6785224013215	-3117.319091796875	-4293.31591796875	-4140.697900390625	250.33296702751383	-3831.63671875	-4431.0205078125	-4216.666845703125	152.37220628519668	-4031.27099609375	-4371.8515625	2000	12000	207.91628699302674	-0.006163760786876082	0.00016561197116971016	415.90205850601194	2.8866506583988665
104.87851142883301	6	-4350.062890625	510.1006250327162	-3643.97314453125	-6071.1025390625	2264.1999999999957	938.4358346308139	9.72249999999998	8.30824999999999	194.06129388882408	228.55515770239003	0.21749999999999997	0.17525	-5243.2873046875	570.0983273859517	-4523.3955078125	-6071.1025390625	-4394.47646484375	348.66722768842067	-3905.08154296875	-4960.20849609375	-4181.67451171875	318.1899304074553	-3924.989990234375	-4775.478515625	-4066.499072265625	224.83264965119793	-3721.2568359375	-4349.97119140625	-4167.27509765625	329.79883495943955	-3691.2158203125	-4638.306640625	-4286.276171875	345.4517810529644	-3682.787109375	-4652.4970703125	-4481.998486328125	266.34865191134435	-4091.026611328125	-4803.0673828125	-3979.016015625	288.18651827302267	-3643.97314453125	-4383.658203125	2000	14000	291.86774678230285	-0.009119001269573346	-0.00024534109979867935	583.8107494354248	2.886142823845148	104.87851142883301	6	-4350.062890625	510.1006250327162	-3643.97314453125	-6071.1025390625	2264.1999999999957	938.4358346308139	9.72249999999998	8.30824999999999	194.06129388882408	228.55515770239003	0.21749999999999997	0.17525	-5243.2873046875	570.0983273859517	-4523.3955078125	-6071.1025390625	-4394.47646484375	348.66722768842067	-3905.08154296875	-4960.20849609375	-4181.67451171875	318.1899304074553	-3924.989990234375	-4775.478515625	-4066.499072265625	224.83264965119793	-3721.2568359375	-4349.97119140625	-4167.27509765625	329.79883495943955	-3691.2158203125	-4638.306640625	-4286.276171875	345.4517810529644	-3682.787109375	-4652.4970703125	-4481.998486328125	266.34865191134435	-4091.026611328125	-4803.0673828125	-3979.016015625	288.18651827302267	-3643.97314453125	-4383.658203125	2000	14000	291.86774678230285	-0.009119001269573346	-0.00024534109979867935	583.8107494354248	2.886142823845148	104.87851142883301	6	-4350.062890625	510.1006250327162	-3643.97314453125	-6071.1025390625	2264.1999999999957	938.4358346308139	9.72249999999998	8.30824999999999	194.06129388882408	228.55515770239003	0.21749999999999997	0.17525	-5243.2873046875	570.0983273859517	-4523.3955078125	-6071.1025390625	-4394.47646484375	348.66722768842067	-3905.08154296875	-4960.20849609375	-4181.67451171875	318.1899304074553	-3924.989990234375	-4775.478515625	-4066.499072265625	224.83264965119793	-3721.2568359375	-4349.97119140625	-4167.27509765625	329.79883495943955	-3691.2158203125	-4638.306640625	-4286.276171875	345.4517810529644	-3682.787109375	-4652.4970703125	-4481.998486328125	266.34865191134435	-4091.026611328125	-4803.0673828125	-3979.016015625	288.18651827302267	-3643.97314453125	-4383.658203125	2000	14000	291.86774678230285	-0.009119001269573346	-0.00024534109979867935	583.8107494354248	2.886142823845148
120.25597095489502	7	-4295.14400024414	450.4871801311992	-3361.3779296875	-5446.3681640625	2532.9999999999973	925.9202468542223	11.481999999999982	8.297687499999984	223.33188372722535	235.29023174123313	0.1795	0.1643125	-4874.36279296875	490.22722709224195	-4126.6865234375	-5446.3681640625	-4385.3931640625	336.27347218883426	-3899.83349609375	-4918.01416015625	-4203.648876953125	298.7725041865438	-3730.616455078125	-4541.13720703125	-4355.575	353.7230850237989	-3808.2119140625	-4860.625	-3942.212744140625	387.59041395798073	-3361.3779296875	-4432.08203125	-4112.58779296875	183.503535088885	-3894.44873046875	-4412.60595703125	-4293.979150390625	435.83948357666503	-3606.621826171875	-4697.08154296875	-4193.39248046875	397.4437038406427	-3519.20751953125	-4710.83544921875	2000	16000	367.5683701515198	-0.005261434381827712	0.0004938064375892282	735.2041488647461	2.8847496546804905	120.25597095489502	7	-4295.14400024414	450.4871801311992	-3361.3779296875	-5446.3681640625	2532.9999999999973	925.9202468542223	11.481999999999982	8.297687499999984	223.33188372722535	235.29023174123313	0.1795	0.1643125	-4874.36279296875	490.22722709224195	-4126.6865234375	-5446.3681640625	-4385.3931640625	336.27347218883426	-3899.83349609375	-4918.01416015625	-4203.648876953125	298.7725041865438	-3730.616455078125	-4541.13720703125	-4355.575	353.7230850237989	-3808.2119140625	-4860.625	-3942.212744140625	387.59041395798073	-3361.3779296875	-4432.08203125	-4112.58779296875	183.503535088885	-3894.44873046875	-4412.60595703125	-4293.979150390625	435.83948357666503	-3606.621826171875	-4697.08154296875	-4193.39248046875	397.4437038406427	-3519.20751953125	-4710.83544921875	2000	16000	367.5683701515198	-0.005261434381827712	0.0004938064375892282	735.2041488647461	2.8847496546804905	120.25597095489502	7	-4295.14400024414	450.4871801311992	-3361.3779296875	-5446.3681640625	2532.9999999999973	925.9202468542223	11.481999999999982	8.297687499999984	223.33188372722535	235.29023174123313	0.1795	0.1643125	-4874.36279296875	490.22722709224195	-4126.6865234375	-5446.3681640625	-4385.3931640625	336.27347218883426	-3899.83349609375	-4918.01416015625	-4203.648876953125	298.7725041865438	-3730.616455078125	-4541.13720703125	-4355.575	353.7230850237989	-3808.2119140625	-4860.625	-3942.212744140625	387.59041395798073	-3361.3779296875	-4432.08203125	-4112.58779296875	183.503535088885	-3894.44873046875	-4412.60595703125	-4293.979150390625	435.83948357666503	-3606.621826171875	-4697.08154296875	-4193.39248046875	397.4437038406427	-3519.20751953125	-4710.83544921875	2000	16000	367.5683701515198	-0.005261434381827712	0.0004938064375892282	735.2041488647461	2.8847496546804905
135.76696491241455	8	-4256.347253417969	568.541261519181	-3327.86376953125	-5737.6083984375	2499.1999999999966	931.5408637230752	10.484999999999975	8.154812499999986	229.1461656296461	232.30811886073198	0.21199999999999997	0.17481249999999998	-4953.127685546875	719.16119526891	-3994.199951171875	-5737.6083984375	-4251.92470703125	367.0420471342097	-3849.4921875	-4946.240234375	-4509.938671875	202.20612518431207	-4131.49951171875	-4706.0693359375	-4376.552978515625	499.63311032146817	-3634.37646484375	-5014.3701171875	-3852.016943359375	246.1048096918627	-3603.66650390625	-4181.72314453125	-4241.448291015625	356.10591417113307	-3837.437255859375	-4795.4287109375	-4063.742822265625	603.0043527247882	-3327.86376953125	-4908.8955078125	-3802.025927734375	347.8461764013216	-3362.99169921875	-4429.21044921875	2000	18000	491.02266960144044	-0.009339190449099987	0.0013404148630797863	982.1207100868226	2.8809221900999544	135.76696491241455	8	-4256.347253417969	568.541261519181	-3327.86376953125	-5737.6083984375	2499.1999999999966	931.5408637230752	10.484999999999975	8.154812499999986	229.1461656296461	232.30811886073198	0.21199999999999997	0.17481249999999998	-4953.127685546875	719.16119526891	-3994.199951171875	-5737.6083984375	-4251.92470703125	367.0420471342097	-3849.4921875	-4946.240234375	-4509.938671875	202.20612518431207	-4131.49951171875	-4706.0693359375	-4376.552978515625	499.63311032146817	-3634.37646484375	-5014.3701171875	-3852.016943359375	246.1048096918627	-3603.66650390625	-4181.72314453125	-4241.448291015625	356.10591417113307	-3837.437255859375	-4795.4287109375	-4063.742822265625	603.0043527247882	-3327.86376953125	-4908.8955078125	-3802.025927734375	347.8461764013216	-3362.99169921875	-4429.21044921875	2000	18000	491.02266960144044	-0.009339190449099987	0.0013404148630797863	982.1207100868226	2.8809221900999544	135.76696491241455	8	-4256.347253417969	568.541261519181	-3327.86376953125	-5737.6083984375	2499.1999999999966	931.5408637230752	10.484999999999975	8.154812499999986	229.1461656296461	232.30811886073198	0.21199999999999997	0.17481249999999998	-4953.127685546875	719.16119526891	-3994.199951171875	-5737.6083984375	-4251.92470703125	367.0420471342097	-3849.4921875	-4946.240234375	-4509.938671875	202.20612518431207	-4131.49951171875	-4706.0693359375	-4376.552978515625	499.63311032146817	-3634.37646484375	-5014.3701171875	-3852.016943359375	246.1048096918627	-3603.66650390625	-4181.72314453125	-4241.448291015625	356.10591417113307	-3837.437255859375	-4795.4287109375	-4063.742822265625	603.0043527247882	-3327.86376953125	-4908.8955078125	-3802.025927734375	347.8461764013216	-3362.99169921875	-4429.21044921875	2000	18000	491.02266960144044	-0.009339190449099987	0.0013404148630797863	982.1207100868226	2.8809221900999544
151.08231234550476	9	-4365.256518554687	497.1065902464553	-3304.551025390625	-5546.474609375	2299.399999999998	953.9276845174179	10.123499999999993	8.06868749999999	199.542161285947	236.14729105633697	0.2065	0.1625625	-5332.022265625	189.5858144984383	-5047.357421875	-5546.474609375	-4322.68671875	184.00997319497176	-4127.669921875	-4600.6591796875	-4236.8005859375	428.0711826320674	-3494.50537109375	-4831.60498046875	-4237.894384765625	152.60350423019764	-4000.081298828125	-4450.3173828125	-4002.19931640625	371.47365538128923	-3304.551025390625	-4335.26123046875	-4298.375341796875	221.59834043926296	-4071.311767578125	-4619.240234375	-4439.666259765625	458.61705404397003	-4004.674072265625	-5251.4765625	-4052.407275390625	307.0684862744161	-3544.68408203125	-4341.736328125	2000	20000	669.521190738678	-0.020709732716204597	0.0011514408979564905	1339.1402475357056	2.8741996832191945	151.08231234550476	9	-4365.256518554687	497.1065902464553	-3304.551025390625	-5546.474609375	2299.399999999998	953.9276845174179	10.123499999999993	8.06868749999999	199.542161285947	236.14729105633697	0.2065	0.1625625	-5332.022265625	189.5858144984383	-5047.357421875	-5546.474609375	-4322.68671875	184.00997319497176	-4127.669921875	-4600.6591796875	-4236.8005859375	428.0711826320674	-3494.50537109375	-4831.60498046875	-4237.894384765625	152.60350423019764	-4000.081298828125	-4450.3173828125	-4002.19931640625	371.47365538128923	-3304.551025390625	-4335.26123046875	-4298.375341796875	221.59834043926296	-4071.311767578125	-4619.240234375	-4439.666259765625	458.61705404397003	-4004.674072265625	-5251.4765625	-4052.407275390625	307.0684862744161	-3544.68408203125	-4341.736328125	2000	20000	669.521190738678	-0.020709732716204597	0.0011514408979564905	1339.1402475357056	2.8741996832191945	151.08231234550476	9	-4365.256518554687	497.1065902464553	-3304.551025390625	-5546.474609375	2299.399999999998	953.9276845174179	10.123499999999993	8.06868749999999	199.542161285947	236.14729105633697	0.2065	0.1625625	-5332.022265625	189.5858144984383	-5047.357421875	-5546.474609375	-4322.68671875	184.00997319497176	-4127.669921875	-4600.6591796875	-4236.8005859375	428.0711826320674	-3494.50537109375	-4831.60498046875	-4237.894384765625	152.60350423019764	-4000.081298828125	-4450.3173828125	-4002.19931640625	371.47365538128923	-3304.551025390625	-4335.26123046875	-4298.375341796875	221.59834043926296	-4071.311767578125	-4619.240234375	-4439.666259765625	458.61705404397003	-4004.674072265625	-5251.4765625	-4052.407275390625	307.0684862744161	-3544.68408203125	-4341.736328125	2000	20000	669.521190738678	-0.020709732716204597	0.0011514408979564905	1339.1402475357056	2.8741996832191945
