Time	Iteration	Average Reward	StdReward	MaxReward	MinReward	r_comm1	r_rad1	Throughput1	Average Throughput	SINR1	SINR_av	Num Transmits 1	Average Num Transmits	Reward1	StdReward1	MaxReward1	MinReward1	Reward2	StdReward2	MaxReward2	MinReward2	Reward3	StdReward3	MaxReward3	MinReward3	Reward4	StdReward4	MaxReward4	MinReward4	Reward5	StdReward5	MaxReward5	MinReward5	Reward6	StdReward6	MaxReward6	MinReward6	Reward7	StdReward7	MaxReward7	MinReward7	Reward8	StdReward8	MaxReward8	MinReward8	TimestepsThisBatch	TimestepsSoFar	Loss 	Policy Gradient Loss 	Clip Fraction 	KL Divergence 	Value Loss 	Entropy Loss 
11.114408493041992	0	-4022.5188	403.81973	-3271.442	-4682.725	1983.3931280111453	935.4540338155779	8.038333333333332	7.294895833333334	2404118961.7712464	1992265995.4041016	0.09833333333333333	0.08572916666666668	-3629.3213	174.32301	-3393.906	-3810.4128	-4229.7856	307.23193	-3922.829	-4649.5728	-4248.276	257.32187	-3989.8584	-4599.379	-4405.5244	248.1578	-4080.5286	-4682.725	-3706.0696	324.38083	-3301.494	-4095.636	-4075.2034	58.217617	-4012.0117	-4152.5054	-4257.445	363.42535	-3745.9082	-4556.394	-3628.5273	320.527	-3271.442	-4048.8838	1200	1200	113.0486068725586	-3.0224523328570285e-08	0.0	-9.189049521296511e-10	226.15496826171875	2.887864112854004
23.44099521636963	1	-3960.4895	395.4915	-3226.4866	-5026.3755	1737.8060674624105	903.4876970697964	7.580000000000001	7.2184375	1956995242.974849	1951385039.1265907	0.065	0.070625	-3683.1067	325.5897	-3226.4866	-3962.7634	-4105.7764	180.77774	-3872.929	-4313.619	-4272.4673	357.65228	-3939.1294	-4768.586	-4450.4946	423.75543	-4018.9438	-5026.3755	-3686.807	350.90836	-3230.4148	-4083.777	-3874.1536	45.700592	-3809.5317	-3907.3845	-3857.29	88.31704	-3764.9011	-3976.2722	-3753.821	317.65912	-3367.5422	-4145.587	1200	2400	110.09990692138672	-6.203850233532648e-08	0.0	3.228584899428455e-10	220.25755310058594	2.887874126434326
35.96679377555847	2	-3971.347	309.14124	-3232.5095	-4571.3154	1733.8461717292382	918.0629937890438	7.486666666666667	7.4521875	2061896848.303033	1940203392.4599323	0.08916666666666667	0.08812500000000001	-3774.5195	403.54706	-3232.5095	-4200.2637	-4206.211	346.92682	-3739.8254	-4571.3154	-3860.1091	128.99304	-3707.61	-4023.0583	-4012.9949	198.92953	-3771.2568	-4258.4893	-4119.281	136.66064	-3933.9773	-4259.484	-4173.1147	211.9849	-3937.098	-4451.212	-3836.3506	151.37141	-3705.4995	-4048.502	-3788.196	340.9185	-3331.006	-4149.347	1200	3600	112.22496032714844	-1.023213087592012e-07	0.0	-5.463758889767689e-10	224.50765991210938	2.887880802154541
48.35487365722656	3	-4034.8796	391.85626	-3268.5056	-4734.207	1530.5356943273157	958.3910565111997	6.6816666666666675	7.187604166666667	1483217241.2914333	1921561448.075366	0.10166666666666667	0.08322916666666667	-4219.803	540.7558	-3465.4	-4705.55	-3876.8	107.06305	-3781.1428	-4026.2703	-3977.9285	186.22523	-3776.8894	-4225.7817	-4321.6147	245.23204	-3986.2446	-4565.8066	-4063.5632	558.02026	-3368.0225	-4734.207	-3875.2415	109.708595	-3747.908	-4015.678	-4335.1	49.743263	-4277.285	-4398.716	-3608.9841	247.6749	-3268.5056	-3850.428	1200	4800	113.56864166259766	-5.409121683896956e-08	0.0	-9.934107703113426e-11	227.19500732421875	2.8878917694091797
59.38325119018555	4	-3922.1843	416.47928	-3042.317	-4717.666	1775.6980377131704	948.6249205719479	7.854166666666667	7.298854166666666	2168703749.6143737	1918561202.217252	0.09916666666666667	0.09010416666666665	-3916.04	304.57318	-3538.3938	-4284.264	-3553.6794	190.6521	-3317.3655	-3784.2603	-3676.3682	414.1735	-3105.1465	-4074.1792	-4202.655	375.79324	-3831.5552	-4717.666	-4173.232	94.28855	-4041.6282	-4257.6313	-3966.456	204.79832	-3709.4307	-4210.5845	-3845.2158	567.89514	-3042.317	-4263.1685	-4043.8293	460.2166	-3417.15	-4509.3325	1200	6000	113.04774475097656	-8.826454234167613e-08	0.0	-2.2351741291171123e-10	226.1531982421875	2.8879053592681885
72.9583432674408	5	-3991.5989	372.63226	-3204.5256	-4564.396	1527.5189637574215	921.1535957102569	6.989166666666667	7.236250000000001	1845077200.601248	1856644659.4295976	0.07666666666666666	0.08010416666666666	-3999.3896	171.6284	-3761.8503	-4161.3545	-3665.585	491.00012	-3313.5022	-4359.941	-3810.7263	130.76506	-3633.7607	-3945.703	-4028.8005	327.6049	-3621.5361	-4423.716	-4257.4077	225.21634	-4030.413	-4564.396	-4288.5957	172.42197	-4129.5205	-4528.181	-4086.0703	164.13701	-3946.1602	-4316.432	-3796.2148	511.93536	-3204.5256	-4453.369	1200	7200	109.92028045654297	3.506739787439983e-08	0.0	-1.490116086078075e-10	219.89825439453125	2.887909173965454
87.43833041191101	6	-4079.2559	344.971	-3506.8914	-4688.4536	1770.7006108814	945.4141977975963	7.5625	7.17875	1888596664.8414276	1804030864.8347101	0.08	0.07541666666666667	-3901.7756	357.9921	-3597.823	-4404.39	-3939.4133	164.27243	-3719.8513	-4114.9404	-3849.3884	318.6647	-3506.8914	-4274.2954	-4393.851	255.5319	-4058.084	-4677.4507	-4322.3096	280.15912	-3938.2026	-4598.5063	-3902.9045	52.302315	-3836.614	-3964.4658	-4036.528	122.93749	-3865.6821	-4149.8647	-4287.8784	441.95712	-3672.0864	-4688.4536	1200	8400	113.75837707519531	-6.208816927255612e-08	0.0	7.450580430390374e-11	227.57444763183594	2.8879246711730957
101.01935124397278	7	-3967.045	389.8029	-3233.3875	-4866.886	1502.7332796354815	968.4043575382569	6.75	7.281041666666667	1613874180.0653965	2008135281.1180375	0.051666666666666666	0.07447916666666667	-4307.682	452.76212	-3757.972	-4866.886	-4049.306	578.19916	-3233.3875	-4503.945	-3747.261	140.67973	-3635.8562	-3945.7146	-4024.8044	416.60193	-3642.5823	-4604.2007	-4079.7656	151.03937	-3915.125	-4279.9395	-4046.1145	183.28462	-3813.0818	-4260.925	-3831.7747	217.49966	-3633.6826	-4134.607	-3649.6497	258.38916	-3308.2974	-3933.2698	1200	9600	113.71952056884766	-1.912315639174267e-08	0.0	-5.9604643443123e-10	227.49671936035156	2.8879334926605225
113.78520464897156	8	-3957.1924	260.42773	-3334.1733	-4500.642	1531.9056586712484	927.3740898346614	7.3075	7.3878125	1899337529.737353	1894062486.3974724	0.085	0.076875	-4032.3284	240.50397	-3761.8428	-4346.153	-4150.615	249.74075	-3934.7778	-4500.642	-4022.2112	119.03946	-3863.0007	-4149.194	-3914.7715	261.79172	-3612.4226	-4250.9897	-3931.3333	226.67093	-3618.9314	-4149.77	-3819.4343	174.03203	-3575.3015	-3968.5215	-3814.1511	339.41077	-3334.1733	-4058.0842	-3972.6924	231.00775	-3649.6067	-4176.171	1200	10800	109.18688201904297	1.9470849821345837e-08	0.0	7.450580430390374e-11	218.43142700195312	2.8879497051239014
126.71236658096313	9	-3873.246	327.846	-3296.9255	-4591.131	1709.3163508553343	952.604832135837	7.5025	7.582708333333333	1927048397.591293	1991378652.8815777	0.10666666666666665	0.09385416666666667	-4006.3015	439.5573	-3531.4124	-4591.131	-3707.6863	304.36957	-3296.9255	-4024.5024	-3853.7227	27.100845	-3819.5215	-3885.803	-3841.914	67.21339	-3746.8616	-3889.9043	-3959.0996	427.84665	-3643.9873	-4563.9893	-3889.2795	215.20299	-3585.2205	-4052.688	-3603.499	240.3449	-3375.0894	-3935.6953	-4124.467	302.7372	-3697.1003	-4360.3584	1200	12000	109.923095703125	-2.533197474008375e-08	0.0	3.228584899428455e-10	219.9038543701172	2.887965202331543
